text,labels
Cuộc_đời vốn vô thường nhìn quảng_cảnh của GĐ người đã chết mà nghĩ_lại mấy thằng con ông cháu cha đang lý ngoài đời có bao công sử á thì đem cẩu đầu chảm ra chém đầu mẹ cái thằng chó chết đó đi má quyền rủa cái thằng đó nghiệp vật nó xóm thoi 😭,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cuộc_đời vốn_dĩ bất_công thế nên cọng lông không bao_giờ thẳng . 😒,"[0,0,0,0,0,0,0,0,0,0]"
cuộc_đời thật trái ngang,"[0,0,0,0,0]"
Cuộc_đời nó sao này sẽ biết ý_nghĩa_là sống không bằng chết,"[0,0,0,0,0,0,1,1,1,1,0]"
Cuộc_đời này thật ko công_bằng với gia_đình anh ấy cái thằng đó phải chết đi thì ko uổng_phí mạng sống của anh ấy thật là buồn cho gia_đình,"[0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]"
Cuộc_đời này bất_công,"[0,0,0]"
Cuộc_đời mấy lần 50 đâu ! ! Cháy lên đồng_bào ơiiiii 🇻 🇳 ♥ ️,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cuộc_đời là vậy nếu mình biết sống,"[0,0,0,0,0,0,0,0]"
Cuộc_đời giống như bộ phim vậy đó kẻ ác thì sống dai lắm . nhưng sống tới cuối_cùng để gánh từng hậu_quả_thật thê_thảm,"[0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0]"
Cuộc_đời đúng là bất_công hai cha con chết hết để lại thằng đó sống . nhan hoa sẽ trả cho nó,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
cuộc_đời dân đen nó bất_lực đến vậy á phải đổi cả hai mạng người rồi á cg mong dc cqcn làm rõ đúng là ép đến đường cùng,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cuộc_đời của thằng này nó sẽ sống trong cái nỗi ám_ảnh nó bước ra đường nó sợ sẽ có ngày nó bị ăn thêm viên đạn lần thứ hai nữa . tại vì nó sống Ác cho_nên nó chưa có tới số chết nó phải sống để nó trả nợ_đời đó mà . . rồi đấy về sau nó sẽ sống trong nỗi ám_ảnh cho tới suốt đời của nó luôn,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cuộc_đời còn lại là trả đời và gia_đình đó luôn,"[0,0,0,0,0,0,0,0,0,0]"
"Cuộc_đời bất_công , người tốt lại ra đi , người sấu còn tồn_tại","[0,0,0,0,0,0,0,0,0,0,0,0]"
Cuộc_đời bất_công cho_nên cọng lông không bao_giờ thẳng,"[0,0,0,0,0,0]"
cuộc doi côi như chân hết,"[0,0,0,0,0,0,0,0]"
Cuộc diễu_binh mà cả thế_giới đang nhìn vào . Ý_thức quá tồi . Vui thôi đừng vui quá,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cuộc_chốn chạy khỏi thị_trường bán hàng trực_tiếp . Nhường lại cho thương_mại điện_tử,"[0,0,0,0]"
Cũng xứng_đáng mà . ♥ ️,"[0,0,0,0,0,0,0]"
"Cũng vừa vừa phải phải thôi bà nội ơi , bà duyên quá","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Cũng vì uất_ức quá mới phải làm vậy , chuyện gì cũng có nguyên_nhân cả thoi , tội cho 1 gia_đình .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng vì nổi uất_hận . Người cha mới làm như_vậy . Mấy thằng ác khó chết lắm . Tỉnh đi và khai đồng_bọn ra,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng vì mấy con quỷ này mà bên kia người_ta coi_thường phụ_nữ 😏,"[0,0,0,0,0,0,0,0,0,0,0,0]"
"Cũng từ ciệc sống ảo , kiếm fame , bất_chấp tất_cả vì vài cái like hay ít view tương_tác , phải theo trend . Thế_hệ này bị online_hóa rồi 😣","[0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
cũng từ ciệc sống ảo kiếm fame bất_chấp tất_cả vì vài cái like hay ít view tương_tác phải theo trend thế_hệ này bị online_hóa rồi,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng từ cái miệng của cha ra kh đó cha = ) ) ) ),"[1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0]"
"Cũng tự_biên tự diễn ko à , thích nổi mà","[1,1,1,1,1,1,0,1,1,1,0]"
Cũng tu mình tao ra thôi anh ơi,"[0,0,0,0,0,0,0,0,0,0]"
Cũng thành_thực_vật thôi sống ko ko bằng … . !,"[0,0,0,0,0,0,0,0,0,0,0]"
Cũng tên nguyên giáp ah,"[0,0,0,0,0,0,0]"
Cũng tại mấy thằng phán luật không có tâm mới có sự_việc ! ... .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng tại đồ nó ngon kakak,"[0,0,0,0,0,0,0,0,0,0]"
"Cũng rất cảm_thông với cháu nhưng : Mất_dạy là bản_chất , Vô văn_hoá ngấm sâu vào máu , chẳng dễ gì cháu thay_đổi dc trong 1 ngày . Thế nên , xã_hội cứ dạy cháu 1 bài_học nhớ_đời , Thấm và ngấm đàn_ông con_trai gì mà chống nạch điêu_thế","[0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
cũng rất cảm_thông với cháu nhưng mất_dạy là bản_chất vô văn_hoá ngấm sâu vào máu chẳng dễ gì cháu thay_đổi dc trong numbr ngày thế nên xã_hội cứ dạy cháu numbr bài_học nhớ_đời thấm và ngấm đàn_ông con_trai gì mà chống nạch điêu_thế,"[0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
cùng phận gái mà mắc ngại giùm = ) ) ) ),"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
cũng ông không chứ ai cha,"[0,0,0,0,0,0,0,0]"
Cũng ông đồn không chứ aii,"[0,0,0,0,0,0,0,0,0]"
cũng nổi_tiếng nhưng Theo cách khác thôi,"[0,0,0,0,0,0,0,0]"
cũng như ko,"[0,0,0,0,0]"
Cũng nhờ thằng chó đó ko chết để lặt lại vụ án cho những thằng ăn hố lộ chết mẹ từng thằng ỉ có tiền mua_chuộc để đè dân vô_tội . ông trời có mắt cho gđ nó tán gia bại sản luôn,"[0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng muốn hoà_mình lắm mà sức_khỏe_k cho phép,"[0,0,0,0,0,0,0,0]"
"Cũng muốn đu trend nhưng bị lố nhiều cái , nhất là mái_tóc . Bình_thường ko sao , nhưng là HH lại vào dịp này , ngta thấy ngộ 🤭","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng muốn đi xem mà đông thế này chắc t xỉu tại_chỗ,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng mong sự thât được ra_công_lí,"[0,0,0,0,0,0,0,0]"
Cũng mong là như dậy . Quân chiều đình mà,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng mấy ông xe 4 bánh vượt lấn lề_đường đây mà biết_bao_nhiêu người phải chết vì_thế . Tâm_lý của mấy ông lái_xe phải cán chết người vì họ sợ nuôi suốt đời ko đền nổi ở tù mấy ngày thì ra . Đề_nghị lãnh_đạo các cấp xử_lý nghiêm trường họp trên để những người dany vô_tội không phải bị chết oan nữa .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Cũng may là không qua khỏi , nếu qua khỏi thì cũng bị đưa vào cảnh t . u_t . ộ . i . Xin chia buồn cùng gia_quyến","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0]"
"Cũng may là dân việt nam mấy chục triệu người lòi ra số_ít bị như_vậy . Thôi hoan_hỉ vì họ bị vậy về họ cũng ô dề lắm mọi người , bị đào mấy năm tẩy trắng không nổi . Thước phim để đời quá đỉnh , kịch trần 😅","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Cũng may là cha_nội này sống , mới lôi mấy kẻ bao_che ra được . Bs hay quá . Chứ ông này chết mấy ông noiij bao_che khoẻ ra . Ông trời có_mắt","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
cũng may là cha_nội này sống mới lôi mấy kẻ bao_che ra được bs hay quá chứ ông này chết mấy ông noiij bao_che khoẻ ra ông trời có_mắt,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng may chỉ có đua xe_đạp . Chứ có bóng_đá là Bão cộng sóng_thần Haiz ! ! ! ! ? VN ơi ! ! ! !,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng má không chứ ai,"[0,0,0,0,0,0,0]"
Cũng lắm r á,"[0,0,0,0,0,0]"
Cũng là Thần nhưng nó Kinh lắm,"[0,0,0,0,0,0,0,0,0]"
"Củng là một mạng người . Nhưng nghe thì cảm_thấy buồn_nhĩ , tiếc cho anh Phúc , củng là một người cha và trong suy_nghĩ củng sẽ hành_động giống như anh khi gặp trường_hợp như thế , nhưng lý_trí không bao_giờ cho phép làm_việc đó , anh mất 1 người con , nhưng bây_giờ gia_đình anh lại mất thêm một người chồng , người cha . nổi đau đó thật_sự không dám tưởng_tượng nổi . mong sao luật_pháp nghiêm_minh làm sáng_tỏ sự_việc để mội người có_thể an lòng . Mong_sao không còn những bi_kịch như thế này xảy ra . 🥲","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng là do luật_pháp còn chưa nghiêm để chúng_nó biết sợ,"[0,0,0,0,0,0,0,0,0,0,0]"
Cũng là cha đồn chứ ai,"[0,0,0,0,0,0,0,0]"
Cũng là cái nghiệp sống để trả nghiệp thôi,"[0,0,0,0,0,0,0,0,0,0,0]"
Cũng là bồ người_ta chứ không tới lượt mom đâu mom ơiii,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng ko có đẹp tới mức đó đâu mấy mẹ,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Cung ko biết bênh bên nào . . nhung theo quan_điểm của minh lái_xe vụ này ko đến thăm nạn_nhân là ko dc . . không có_tình người . . còn nếu trường họp bé ý nga vào bánh_xe và lxe này dg vượt xe theo đúng quy_định là xi_nhan để vượt thì moi người phải xem sét lại . . và phải truy đúng vấn_đề . . lời khai và có cammera hành_trình nữa . . mà đây còn đi cùng chiều nưa . . 1 bên ko thể gây za tai_nạn lỗi vẫn là do 2 bên,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng khó nuôi,"[1,1,1,1,0]"
Củng_k bị mách trơn,"[0,0,0,0,0]"
Cũng hên là mình ko còn sống khu_vực này nữa chứ gặp cảnh này ngày nào cũng đi ngang chắc sợ khỏi ngủ quá 😭 😭,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng hài Mà hài_lòng tao,"[0,0,0,0,0,0]"
"Cũng gì con ông cháu cha nên_người dân như mình thua_thiệt , đời mà có vay ma không có trả thật là bất_công , mong ace chia_sẻ với cộng_đồng mạng để lên_án","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng gì chỉnh quyền o công_bằng mới sấy ra vụ_việc thương_tâm đó,"[0,0,0,0,0,0,0,0,0,0,0]"
Cũng đú trent thoiu ! Lòng yêu nước của các cụ ngày_xưa đáng kính hơn vạn lần,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng đông vui quá hé,"[0,0,0,0,0,0,0]"
"Cũng đi thể_hiện tinh_thần yêu nước , mà tinh_thần đoàn_kết dân_tộc thì ko có , chán thật ...","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
cũng đi thể_hiện tinh_thần yêu nước mà tinh_thần đoàn_kết dân_tộc thì ko có chán thật,"[0,0,0,0,0,0,0,0,0,0,0,0]"
"cũng đ phải chồng m , m lo lgi","[1,1,1,1,1,1,1,1,1,1,1,0]"
Cũng do tụi khốn_nạn nó đớp tiền rồi sử người_ta như vậy ông bố chơi như_vậy là chưa đủ phải chơi luôn tụi chó_má kia nữa,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
củng do pháp_luật k công_bằng,"[0,0,0,0,0]"
Cũng do chèn_ép người_ta quá thôi ... .,"[0,0,0,0,0,0,0,0]"
Cũng Diễm đồn không Diễm ơi,"[0,0,0,0,0,0,0,0]"
Cũng còn mai nói lời cuối,"[0,0,0,0,0,0,0,0]"
Cùng con_gái mà ngại thay cho mấy bà này 🥲 🥲 ko có xíu giá_trị nào,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng có yêu nước nhưng khả_năng làm màu nhiều hơn 🐧,"[0,0,0,0,0,0,1,1,1,1,0,0]"
"Cũng có tuổi rồi , bớt bớt thôi con_cháu ở nhà nó đỡ xấu_hổ 😮 ‍ 💨","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Cũng có đẹp gì đâu cho cam , tâng_bốc lên giời nó lại ảo_tưởng đi chén hết e này đến e nọ cho xem","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng chi vi cái chết oan_ức của con thôi thương 2 cha con,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng chỉ vì bao_bọc Không công_bằng mà dẫn đến thêm 2 mạng sống thật đau_buồn và phẫn_nộ chước cán_cân công_bằng của pháp_luật,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng chỉ là những lời giả_tạo mà thôi,"[0,0,0,0,0,0,0,0,0]"
Cũng cầu_mong cho nó đừng chết . để nó sống mà nghe miệng đời phỉ_nhổ vào bản_mặt chó của nó,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Cũng cái mồm ông lan rộng á,"[1,1,1,1,1,1,1,1,0]"
Cũng cái mỏ ông 😄,"[1,1,1,1,1,0,0]"
Cũng cái mỏ cha chứ ai kkkk,"[1,1,1,1,1,1,1,0,0,0,0]"
cũng cái miệng ông mà ra chứ ai,"[0,0,0,0,0,0,0,0,0,0]"
Cũng bởi họ phấn_khích quá thôi nên mới hành_động vậy đừng chửi họ,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cũng ăn_học đầy_đủ văn vở chỉnh chu nhưng muộn rồi em_trai làm xong xin_lỗi thì ai cũng làm được ok chào thân_ái quyết_thắng,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
cũng ăn_học đầy_đủ văn vở chỉnh chu nhưng muộn rồi em_trai làm xong xin_lỗi thì ai cũng làm được ok chào thân_ái quyết_thắng,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
cũng anh mà ra,"[0,0,0,0,0,0]"
Cũng 1 tay diễm đồn chứ ai = ) ),"[0,0,0,0,0,0,0,0,0,0,0,0]"
Cũg miệng c mà ra,"[0,0,0,0,0,0,0,0,0]"
Cục vàng thì mất mà cục đất thì còn,"[0,0,0,0,0,0,0,0,0,0,0]"
của tao của tao chắc dành mấy chiến sỉ,"[0,0,0,0,0,0,0,0,0,0,0]"
Của tao ... của tao chắc dành mấy chiến sỉ,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Của_nợ : / ) ) ) thiếu hơi trai cỡ_vậy,"[0,0,0,0,0,0,0,0,0,0]"
Cú vô đầu mấy bả . Sao mà vô_ý_thức vậy k biết .,"[1,1,1,1,1,1,0,1,1,1,1,1,0,0]"
Cu_Tình,"[0,0]"
Cú rút chân nhẹ bẫng,"[0,0,0,0,0,0,0,0]"
Cu phin nay đã lấy vợ rồi này,"[1,1,0,0,0,0,0,0,0,0]"
"Cu này ở đồng xoài , cũng bình_thường mà mấy má làm thấy ớn quá , mất giá_trị bản_thân quá mấy c e à ,","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cụ nào đớp vụ này quả này chắc đêm mất_ngủ,"[0,0,0,0,0,0,0,0,0,0,0]"
Cụ nào có info chưa,"[0,0,0,0,0,0,0,0]"
Cu mồm loẻ làm gì đó,"[0,0,0,0,0,0,0,0,0]"
Cu e 44 vội quá . Giết hết ko trừ 1 ai rồi mới 44 chứ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cu cháu này rồi sống cũng như chết vì sau_này nghĩ đâu cũng thấy bị bắn_kkkkk,"[0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0]"
Cty đang chuyển_đổi sang nhiều mảng khác từ di_động điện_máy ngành_hàng thực_phẩm và tiếp_theo đến vay vốn . Bác Tài đã đi lên từ những bước cơ_bản nền_móng cho TGDD từ 1 cửa_hàng sữa chữa mua_bán đến giờ là quá đỉnh rồi,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ct Tô_lâm đã xem ... từ nay con ông cháu cha cậy quyền_thế sẽ dc xem_xét gắt_gao hơn ! công_bằng văn Minh,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cs như bầy sư_tử săn mồi ! Gặp phải thứ gì chúng cũng muốn cướp hết và bất_chấp tất_cả . Trừ khi người bị cướp đủ năng_lực chống_trả thì chúng mới dừng . Bản_chất của lũ cs là cướp và cướp .,"[1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0]"
Cre : Chat GPT 😌,"[0,0,0,0,0,0,0,0,0]"
cre ở đâu ai úp . tôi muốn xem cái kết công_an xử sao á mọi người,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
cre chat gpt,"[0,0,0,0,0,0,0]"
crazy ! ! ! !,"[1,1,1,0,0,0,0,0]"
Cp TGDD mai nằm sàn 🤣 🤣 🤣 . Ông bóp d * i cổ_đông rồi,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Cợt_nhả , thiếu tôn_trọng , thiếu văn_minh , vui quá_trớn , hớn_hở quá_đà … . Hành_động xấu_xí","[0,0,1,0,1,0,1,0,0,0,0]"
Cợt_nhả đến thế la cùng,"[0,1,1,1,1,0]"
Cơn mưa mùa đông làm cho anh quên em phai k,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Cơm ngon thì phở cũng ngon Cơm cháy thì giòn , phở cháy ai mua","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cơm ko ăn đi ăn cục ứt ... đúng là 2 đứa ngu . .,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Cơm không ăn lại muốn ăn …,"[0,0,0,0,0,0,0,0,0]"
Cơm k ăn,"[0,0,0,0,0]"
cỡ vị mà mấy trang page câu like kêu li_thân đó Diễm ơi,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cở tuổi này nó cứ sồn_sồn ấy,"[0,0,0,0,0,0,0,0,0]"
Cỡ tuổi này khó bảo lắm 🤣,"[0,0,0,0,0,0,0,0,0,0]"
cơ_trưởng đã nhảy_dù à ?,"[0,0,0,0,0]"
Cơ_Thiếu Kỳ_Duyên,"[0,0]"
Cở thằng đo chết đi sồng làm j cho mạng tiếng người vĩnh_long,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Cơ_quan tố_tụng ở Vĩnh_Long này ko thể chấp_nhận được ! !,"[0,0,0,0,0,0,0,0,0]"
Cơ_quan điều_tra nên kiểm_tra xem có phải do 44 mà ch et k . Có_khi 44 k chet mà tác_động thêm mới chet,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Cơ_quan điều_tra đưa ra kết_luận không khác gì con dao đâm thẳng vào trái_tim 💔 người Bố , nhìn hiện_trường bằng mắt thường cũng có_thể nhìn thấy cái sai của tài_xế vậy mà_lại có báo_cáo kết_quả một_cách tàn_nhẫn như_vậy với 1 cô bé 14 tuổi 😔","[0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cơ_quan điều_tra,"[0,0]"
cơ_quan_chức_năng vào_cuộc để coi ai là người gây nguy_hiểm cho xã_hội,"[0,0,0,0,0,0,0,0,0]"
Cỡ nàyyy cứ đồn Ly_Thân hoàiii . Thương dĩmmmm,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cỡ này là già rồi còn rững mỡ nè . Ko biết ck con ở nhà thấy cảnh này có mắc_cỡ ko chứ t là t mắc_cỡ dùm luôn á 🥶,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Cỡ nào cũng lụm 7,5 củ 🤣 🤣 🤣 🤣","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cơ_hội hiếm có để ng dân có_thể ngủ bụi tập_trung như này 🥰,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Cỡ đó mà sống là hiểu rồi hé ... . nghiệp cũng giữ trời,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
cỡ đó mà sống là hiểu rồi hé nghiệp cũng giữ trời,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cơ cánh nhà nó to lắm .,"[0,0,0,0,0,0,0,0,0]"
Cỡ cA huyện mà đã lấp_liếm_vậy,"[0,0,0,0,0,0,0,0,0]"
cơ_bản là cạnh_tranh hết nổi thôi thời_buổi cạnh_tranh mà tiền_mặt_bằng đối_tác đầu_tư hết mà ko có lời thì dẹp . còn mấy tiệm điện_thoại khác phải bỏ vốn ra đầu_tư nhiều,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cốt lạ_vậy trời,"[0,0,0,0]"
Công túa và a vệ_sĩ may_mắn,"[0,0,0,0,0,0,0]"
Công_Toại,"[0,0]"
"Công thành_danh toại , cáo từ !","[0,0,0,0,0,0,0,0,0]"
Công_nhận xấu_tính vãi : ) ) ),"[0,0,0,0,0,0,0]"
Công_nhận thằng này sống dài thật,"[0,0,0,0,0,0,0]"
Công_nhận nốn lừng nhiều nhỉ : ),"[0,1,1,1,1,1,0,0,0]"
Công_nhận là nhiều chuyện thật đấy,"[0,0,0,0,0,0,0]"
Công_nhận ke ta min lm con_người điên ngáo,"[0,0,0,0,0,1,1,0]"
công_nhận có sống dai thật,"[0,0,0,0,0,0]"
Công_nhận có $ sống dai thật,"[0,0,0,0,0,0,0]"
"công_nghệ làm sạch môi_trường của nhật cản_trở tham_nhũng của công_chức búa liềm , đúng là chuyện hài nhà_sản","[0,1,1,1,1,1,1,1,0,0,0,0,0,0]"
"Công_lý vẫn chưa được thực_thi , vì thằng tài_xế còn sống","[0,0,0,0,0,0,0,0,0,0]"
Công_lý vẫn chỉ là diễn_viên hài .,"[0,0,0,0,0,0,0]"
Công_lý vào_cuộc ạ .,"[0,0,0,0]"
Công_lý và báo_thù,"[0,0,0]"
Công_Lý thì ko có tham tiền thì nhiều lách luật để trốn tội không công_bằng cho người cha,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Công_lý sử sau , mà cha của bé phải sử như_vậy","[0,0,0,0,0,0,0,0,0,0,0]"
công_lý ơi tại_sao phát thứ numbr lại kẹt đạn,"[0,0,0,0,0,0,0,0,0,0,0]"
Công_Lý ở vn chỉ là diễn_viên hài,"[0,0,0,0,0,0,0]"
Công_lý ở việt nam là 1 diễn_viên hài bị đột_quỵ rồi,"[0,0,0,0,0,0,0,0,0,0]"
Công_lý ở đâu ?,"[0,0,0,0,0]"
Công_lý ở đâu công_lý ở đâu . giống vụ tngt cao_tốc Thái_Nguyên,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Công_lý ở đâu,"[0,0,0,0]"
Công_Lý nhiều khi cũng giống cán_cân mọi người nhỉ,"[0,0,0,0,0,0,0,0,0]"
công_lý mà đi diễn hài là dở rồi,"[0,0,0,0,0,0,0,0,0]"
"Công_lý luôn nghiêng về con ông cháu cha , nên mới xảy ra vụ này . lỗi thuộc về những người thực_thi pháp_luật .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Công_lý luôn bảo_vệ lẽ_phải mong là mọi chuyện có_hậu,"[0,0,0,0,0,0,0]"
Công_lý luật_pháp việt nam bjo chỉ giành cho lũ cán bố hay chúng_nó nói là nô bộc của dân . Nhưng trên tivi hay ns miệng hay thôi thực_tế ai cũng biết,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Công_Lý là một cái gì đó,"[0,0,0,0,0,0,0]"
Công_Lý ko có thì mình tự vậy là hơi ít,"[0,0,0,0,0,0,0,0,0,0,0]"
Công_Lý không_thể lên_tiếng thì phải đổi mạng thôi ...,"[0,1,1,1,1,1,0,0]"
"công_lý đến muộn , hoặc không đến , thì ko còn là công_lý , lúc đó rồi thì tự tay đòi công_lý thôi .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Công_lý đâu , kkk anh ấy đâu","[0,0,0,0,0,0,0,0,0]"
"Công_lý đang được khôi_phục . các bạn sẽ thấy , không như 1 năm trước ! ! !","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
