text,labels
Đoàn Anh Khoa Khoa ở đâu :))))),"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
đó người ta nói người xấu mà có tiền vẫn tốt hơn,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đó là một điều đáng tiếc,"[0,0,0,0,0,0,0,0]"
Đó là con ng đấy hả,"[0,0,0,0,0,0,0,0]"
Đó là cái giá phải trả cho sự nhẫn tâm không có tình người.,"[0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0]"
Đó là báo người đi đường,"[0,0,0,0,0,0,0,0]"
Đó là bản chất rồi. Nghe nó ẳng chỉ muốn sút cho phát vào mõm,"[0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0]"
đó là bản chất rồi nghe nó ẳng chỉ muốn sút cho phát vào mõm,"[0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0]"
Đó gọi là vô duyên,"[0,0,0,0,0,0,0]"
"Đó gọi là luật pháp k nghiêm minh thì luật rừng lên ngôi,  thế thôi.","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đó giờ mới thấy trai.  Trên núi xuống,"[0,0,0,0,0,0,0,0,0,0,0]"
Đó đó tao bảo bán cho tàu trên top top thì bị xoá bình luận,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đó biết rồi chứ gì vì sao VN anh hùng nhiều chứ gì máu liều nhiều hơn máu não b52 còn rơi máy cái đầu này hên thôi,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"ĐMX và TGDĐ giờ rẻ rồi nha, cạnh tranh giá chứ k cạnh tranh trả góp nữa. Còn đùi đẹp mông to với tiếp khách như thượng đế... thì chỉ người k mua hàng mới quan tâm.","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Đmn, để cho nó sống ko bằng chết, thế mới khổ","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
đmn để cho nó sống ko bằng chết thế mới khổ,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Đmm.luc trc may bợ lol nó.jo chưi no.do suc vat.bede thay pai roi.nghiep chuong,"[1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0]"
Đmm đã đầu íu rồi còn mám dố chơi đék kìm đc cũg bon chen...,"[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Đmm chúng nó cứ giết người kiều này, có ngày người nhà người ta đánh bomm chết cha lũ bác sỹ như mày.!!!","[1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Đme vẫn là vô ý thức 🙂,"[1,1,1,0,0,1,1,1,0,0]"
ĐMCS bê tông hoá cái qằn qè cây chặt hết giờ để dân chịu hậu quả. Hk còn từ nào chửi cái lũ cô hồn các Đảng này,"[1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0]"
đma đi vsinh 1 tiếng về 1 tiếng,"[0,0,0,0,0,0,0,0,0,0,0,0]"
"Đm..tao đã chứng kiến rất nhiều vụ, và hiện tại tao đéo có chút niềm tin..tao cũng hoan nghênh câu*ơn đền... oán trả*, đó là sự công bằng mãi mãi của dân đen..","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đm... cũng mong cho kẻ khốn nạn kia sống... mà sống trong sự đau đớn đến cuối đời,"[0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Đm. Sai nè ra lại còn đòi hỏi 1 đứa trẻ phải học Luật, phải biết  giữ khoảng cách an toàn... Đâm con người ta nát bét ra rồi lại làm cái trò mất dậy đấy ai mà ko uất ức.","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Đm.              buồn thương cho 2 cha con ..............,"[1,1,1,0,0,0,0,0,0,0,0,0]"
"ĐM,gặp tao là để cục sắt đó cho nó mang theo suốt đời ,","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0]"
đm tưởng nó chết ăn mừng giùm cho anh ai dè nó còn sống mẹ thứ đó phải bành bành bành 3 phát vào đầu nó rồi lm cho nó 1 dao nữa mới hả dạ chứ để nó sống uổn quá,"[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Đm tụi mày, đánh tráo khái niệm à, nạn nhân cái cc...😡","[1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0]"
Đm train như cuccut mà vô quất 1 hơi 3-0 sợ thật :v,"[1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0]"
Đm tiếc quá vậy chời,"[1,1,1,0,0,0,0,0,0]"
ĐM tiếc phát 2 dí xát đầu mà éo nổ,"[1,1,1,0,0,0,0,0,0,0,0,0,0]"
"Đm thì đưa nó về đồn đi ở đó đứng nói tàu lao ko à , mấy cha làm nhiệm vụ như vậy hả tèn ơi","[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
đm thầy nhớ thấy lol,"[1,1,1,0,0,0,1,1,0]"
"Đm tao tưởng chỉ có trong phim mới được như vậy chứ,đúng là làm vai phản diện lúc nào cũng sống giai.","[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đm số nó ko chết nhỉ,"[1,1,1,1,1,1,1,1,0]"
Đm sao nó tức dữ dể bây sống khôn chết thiên về vặn hầu bẻ họng con cháu no lại hết,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Đm phải bắn luôn thằng chú chủ tịch gì của nó nữa,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Đm page của anh tao là nơi để chúng mày vào đây để cực kỳ thuyết phục à :),"[1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0]"
Đm ông trời k có mắt,"[1,1,1,1,1,1,1,1,0]"
Đm nợ máu trả bằng máu d ek nói nhiều. Chế rộ thôi nát ko đòi dc công lý thì dân tự đòi,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
"Đm nó, có tiền đen cũng thành trắng tinh","[1,1,1,1,1,0,0,0,0,0,0,0,0]"
đm nó có tiền đen cũng thành trắng tinh,"[1,1,1,0,0,0,0,0,0,0,0,0]"
Đm người ta ở tù mà bản mặt thằng phía sau cười như trẩy hội vại á,"[1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đm mấy con tam quan lệch lạc này :) cốt lõi chúng mày làm tiểu tam à?,"[1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0]"
"Đm mấy con l này não toàn cứt hay s ấy, đ có tí liêm sỉ nào. Nta có k cưới cũng đ đến lượt cm","[1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]"
ĐM mấy bọn dựng clip này làm ảnh hưởng xấu đến lối sống của giới trẻ nên bắt hết lại.,"[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đm mặc sịp vào chim to vcl ạ =)))),"[1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0]"
đm may tien cho qa mỹ ma giut no cô minh hiếu 100 may truc triệu,"[1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]"
đm may thay gê qá,"[1,1,1,0,0,1,1,0,0,0]"
"Đm mang tiếng cho ae tài xế khác,sau nó không đi xuống 9 tầng địa ngục, gây tai nạn chết người mà không có 1 lời hỏi thăm mà còn thách thức gia đình nạn nhân đi kiện, lương tâm và đạo đức nghề lái xe của thằng này bị chó tha rồi hả mọi người","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Đm làm sai luôn sông dai nếu mà Công Lý có nghĩa có tinh thì không sảy ra vụ án mạng nay đâu,"[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đm làm màu cho cố dô để dân chúng nó chửi,"[1,1,1,0,0,0,0,0,0,0,1,1,1,1,0]"
Đm lại thằng bố con mẹ nào viết lời xin lỗi hộ vậy?,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
đm lại thằng bố con mẹ nào viết lời xin lỗi hộ vậy,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Đm k tham xem có chết k :v ai bắt thích đớp k 500 :v lúc cầm tiền sao k nghĩ đi :v,"[1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đm Gội Làm Lồ.n Gì!,"[1,1,1,0,0,1,1,1,1,0,0,0,0]"
"Đm gặp t, t cũng giết nó chết, t làm ma cũng phải hóa quỷ ám quậy gđ tổ tiên dòng họ nó eo ngóc đầu lên đc","[1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
Đm đời.,"[1,1,1,1,1,0]"
Đm đời Thế vẫn sống,"[0,0,0,0,0,0,0,0]"
đm đời kì cục vậy,"[1,1,1,1,1,1,1,0]"
Đm đời,"[1,1,1,1,0]"
Đm cười ỉa.,"[1,1,1,1,1,1,0]"
Đm cuộc đời,"[1,1,1,0,0,0]"
"Đm có mỗi con đường cho mays chị em buôn bán , con đường cho mấy anh em mua mượn .... vậy mà giờ biếc cố xảy ra ... không biết mấy chị em còn tâm trạng đứng không nữa ... hay lúc nó rớt xuống sợ rớt mẹ lồn ra đường thì khỏi làm ăn gì luôn .","[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0]"
Đm cái thằng ác lại đéo chết,"[1,1,1,1,1,1,0,1,1,1,0]"
Đm cái pl thối nát này nếu mà công bằng ngay từ đầu thì ko có chuyện người cha ức chế đến mức này,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
ĐM cái lũ xét xử... chúng mày là một lũ xúc vật...cuộc sống sau này của chúng mày cũng phải chịu quả báo tức thời. Chính chúng mày đã giết hại mạng người vô tội. . Lương tâm của chúng mày chó nó ăn hết rồi phải không,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"đm cái lề gì thốn, hẳn kẹo đồng xiên gáo mà vẫn xịt đc 1 mạng ak , game ảo vl","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
đm cái lề gì thốn hẳn kẹo đồng xiên gáo mà vẫn xịt đc numbr mạng ak game ảo vl,"[1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0]"
"Đm cả ngày trương lone đánh bài với đám bạn, mặc đồ chi cho đẹp đúng không cả nhà?","[1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Đm bọn m đu trend yêu nước đồ , chứ ý thức vẫn như cc","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Đm bọn cán bộ nhà nước xử đéo công bằng nên ông là ng cha ng bố mới đòi công lý nv.  Thương cho 2 bố con họ,"[1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đm ad. Nếu ko phải hoài linh. Mà là người khác xây nhà này. Chính quyền bỏ qua rồi đến khi báo chí nói thì mày lại chẳng bù lu bù loa là bụng phệ ăn tiền chứ gì. Đm,"[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0]"
Đm abe giống bóng vcccc,"[1,1,1,0,0,1,1,1,1,0]"
Đm 2 con dở,"[1,1,1,1,1,1,0]"
Đm,"[1,1,1,0]"
đkm thằng áo trắng có hình cờ vn đã k can rồi còn ngăn ngta can đkm nhà nó,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Đkm thằng áo trắng có hình cờ vn ... Đã k can rồi còn ngăn ngta can đkm nhà nó,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
"Đkm nhà nó, tội ôg bố thật, cây sung bắn đc mổi 1 viên, tức cay đắng","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đkm mấy ngày nay không thấy lũ dâm loạn viên xuất hiện,"[1,1,1,0,0,0,0,0,1,1,1,1,0,0,0]"
Đkm đéo chết mí cay,"[1,1,1,1,1,1,1,1,0]"
Địu hơn Q nữa dĩm,"[0,0,0,0,0,0,0,0,0,0]"
Đíu ai like. Cho thầy đi ăn cắp luôn,"[1,1,1,0,0,0,0,0,0,0,1,1,0,0]"
Địt moẹ sao ko để nó chết còn cứu nó làm j,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Địt mẹ. Ông chú mình đc bạn ổng gửi cái hộp quẹt zippo hơn 100 đô. Lúc nhận hàng thì chỉ có cái hộp ko, hộp quẹt bị bọn cho này luộc cả","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0]"
"Địt mẹ, kiểm tra nội bộ 😂. Giống như dùng tay sục c#c vậy ad nhỉ.","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0]"
Đít mẹ thằng lái xe tao mong mày trời quả báo mày,"[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]"
"Địt mẹ suốt ngày mị dân ,nâng bi tự sướng","[1,1,1,1,0,0,1,0,1,1,1,1,1,0]"
Địt mẹ nó thằng chí chết đáng chết ko chết,"[1,1,1,1,1,1,1,1,1,1,1,1,0]"
Địt mẹ nhà m 🙂,"[1,1,1,1,0,1,0,0]"
Địt mẹ mi thằng chó. Mi với đám ô dù nhà mi còn phải sống lâu mà trả nghiệp,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Địt mẹ mấy thằng sếp và những thằng liên quan của t luôn.,"[1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0]"
địt mẹ mấy loại gen z giờ nó bị giở nhỉ,"[1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
"Địt mẹ mất cái xe thì:"" Chúng tôi đang điều tra và giải quyết"". Bán hàng rong thì giải quyết ngay lập tức không được để vấn nạn này xảy ra. Nực cười vc","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0]"
Đít me húc chết con ng ta mà đéo hỏi thăm câu nào chết cu mày đi,"[1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0]"
"Địt mẹ đến là hài, cướp như thế mà nó chỉ bắt vì tội gây rối trật tự công cộng. Cái tội này là tội máu lồn nhất. Dân oan đi khiếu kiện nó cũng vu cho người ta tội này được, rồi thì thanh niên ra quảng trường chơi chúng nó cũng vu tội này...Nhưng tuyệt nhiên chúng nó cho lũ an ninh, dlv đánh người giữa phố thì đéo thấy tội này đâu.","[1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0]"
địt mẹ chúng mày cmt lịch sự chút đi..😁😁,"[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]"
Địt mẹ cái mấu này. Tao nằm ở đây hơi nhiều rồi đấy :))) trích lời anh tôi trong buổi sờ trym tối hôm kia :)))),"[1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0]"
Địt mẹ các bạn ý. Cười rụng con mẹ nó mồm rồi.,"[1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0]"
Địt mẹ bọn điên dại.,"[1,1,1,1,1,1,1,1,0]"
Địt cụ mày xin thằng cha mày xinh da thằng bất hiếu như mày...,"[1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0]"
địt cụ mày xin thằng cha mày xinh da thằng bất hiếu như mày,"[1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0]"
Địt cụ đúng đời bất công với người yếu thế,"[1,1,1,1,1,1,1,1,1,1,1,1,0]"
Địt cụ bọn não chó cứ nghĩ là có thể nhờn. Người ta để chúng mày vui đùa với quân nhân để tăng tình dân quân k có nghĩa chúng m có thể thích làm gì làm :))) lũ cặn bã não chó ạ,"[1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0]"
Địt con mẹ nghe nói tx  vẫn chưa Chết. Tôi đang làm tx nhưng không chấp nhận thể loại không biết trách nhiệm. Đúng luật dân đen ít nhất phải bồi thêm vài phát nữa thì mới chắc ăn. Chứ Luật VN dành cho người nghèo mà,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Địt con mẹ cháu,"[1,1,1,1,1,1,0]"
địt con mẹ cháu,"[1,1,1,1,1,1,0]"
Đỉnh vậy trời nổi cả da gà,"[0,0,0,0,0,0,0,0,0]"
Định trèo qua lướt pickleball ha j z con l ngáo,"[0,0,0,0,0,0,0,0,0,0,0,1,1,1,0]"
"Đỉnh thiệt , ngồi thì ngồi được mà lỡ mắc tolet thì ko nhịn nổi tới sáng mai 😆","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đinh Thị Thêm Trung Kiên a c ở đâu trong biển người này 😂,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Định ra mà cám ơn ad đã đưa tin 🥲🥲 ở nhà khoẻ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đỉnh quá ❤️ tuyệt vời quá việt nam ơi,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Đình Minh ck nằm chỗ nào đấy 😆😆😆,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Định mệnh nó chứ.,"[1,1,1,1,1,1,0]"
Định làm tiểu tam hay gì.ta nhổ,"[1,1,1,1,1,1,1,1,1,1,1,0]"
Định làm người nổi tiếng thích ăn cơm cân à não không bằng não chó,"[0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0]"
"Định khóc , mà k phải thâu tui cừ 😂","[0,0,0,0,0,0,0,0,0,0,0,0]"
Định hướng rõ ràng Tương lai bb3,"[1,1,1,1,1,1,1,1,1,0]"
Định Giựt  ck người ta hả má 😹,"[1,1,1,1,1,1,1,1,1,1,0]"
Định đùa mà thành ra mất đt thật,"[0,0,0,0,0,0,0,0,0,0,0]"
Định đập chậu cướp bông à mấy con cóc ghẻ,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Đỉnh chóp,"[0,0,0,0]"
Đỉnh cao của sự ảo tưởng,"[0,0,0,0,0,0,0,0]"
Đỉnh cao,"[0,0,0,0]"
Đỉnh âm bi 🙏🏻,"[0,0,0,0,0,0,0]"
"Định 2g ra đó mà dc bà c đi trc lúc 22g mà ra tới Nkkn kẹt cứng ngắt tới 00:30 luôn, nhắn t kêu ở nhà cho lành đừng ra đó kẹt cứng ngắt quay đầu xe mà cũng chưa về dc tới nhà … hic","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đỉnh,"[0,0,0]"
Điều trị cho khỏe rồi chuẩn bị ra tòa.,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Điều tra xem chúng có tổ chức nào đằng sau dựt dây chúng không,"[0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0]"
Điều tra luôn cơ quan và toàn án.,"[0,0,0,0,0,0,0,0,0,0,0]"
điều tra lại xem người ký quyết định không khởi tố có vấn đề gì ko,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Điều tra lại vụ việc này,"[0,0,0,0,0,0,0,0]"
Điều tra lại từ đầu sử cho đúng,"[0,0,0,0,0,0,0,0,0,0]"
"Điều tra lại là nó đi tù chắc luôn , bởi vậy ông trời mới cho nó sống để trả nghiệp","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Điểu Thị Duyên Thị Nhung  cười chết,"[0,0,0,0,0,0,0,0,0]"
Điêu nó quen,"[1,1,1,1,1,0]"
"Điều kiện nhà thằng xe tải này, vs mối qh chắc chuyện to hoá không. Giờ mong cấp cao về trả lại công bằng cho bố con nhà cháu thôi.","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
điều hướng dư luận à có chắc đây là nạn nhân,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
"điều hành cả thế giới di động ,kinh thật.","[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Điểu Điểu Cỡ dị 😆,"[0,0,0,0,0,0,0,0]"
Điều đê tiện vậy cũng nói ra được =))),"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
điều đầu tiên tôi nghĩ ae nên đầu tư vào 1 con số sau 6h30 có thể csong cta sẽ khác còn những điều trên nó phù phiếm lắm con số làm được chỉ vài % kk,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
điêng nặng,"[1,1,1,1,0]"
Điên. Con sâu làm rầu nồi canh,"[1,1,1,1,1,1,1,1,1,1,0]"
Điên.,"[1,1,1,1,0]"
"Điên, phải phạt","[0,0,0,0,0,0,0,0]"
Điên vừa để người khác điên với chưe,"[1,1,1,1,1,1,1,1,1,1,1,0]"
Điên trai hay gì? Vote lên phường uống nc chè,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Điên thiệt,"[1,1,1,1,0]"
Điên thì có,"[0,0,0,0,0,0]"
Điên thật sự,"[1,1,1,0,0,0]"
Điên thật !,"[1,1,1,1,0,0]"
điên sai lúc :((,"[1,1,1,1,1,1,1,0]"
Điên rồi,"[1,1,1,1,0]"
Điên rồ,"[0,0,0,0,0]"
Điên nó có mùa thôi ạ.,"[1,1,1,0,0,0,0,0,0,0]"
Điên ngáo đá mấy con dở,"[1,1,1,1,1,1,1,1,0]"
Điên ngáo,"[1,1,1,1,0]"
Điên nặng !,"[1,1,1,1,1,0]"
Điên nặng,"[1,1,1,1,0]"
Điên mẹn roii,"[1,1,1,1,1,1,1,0]"
Điên mẹ r🤭,"[1,1,1,1,1,1,0]"
Điên mẹ r,"[1,1,1,1,1,0]"
"Điện máy xanh dịch vụ bảo hành quá kém, tồi","[0,0,0,0,0,0,0,0,1,1,1,1,1,0]"
Điên loạn mà nghĩ tưởng mình baby cute,"[1,1,1,1,1,1,1,1,1,1,1,0]"
Điên khùng.,"[1,1,1,1,1,1,0]"
Điên khùng gì má già,"[1,1,1,1,1,1,1,0]"
Điển hình fan của anh trai say gex,"[0,0,0,0,0,0,0,0,0,0,0]"
Điên hết mức có thể nói,"[0,0,0,0,0,0,0,0,0]"
Điên háy ngáo vậy?,"[1,1,1,1,1,1,1,1,1,0]"
Điển đi 🙄🙄🙄,"[0,0,0,0,0,0,0]"
Điễn đi,"[1,1,1,1,0]"
Điên dồ,"[1,1,1,1,1,0]"
Điên da man,"[0,0,0,0,0,0]"
"Điên cuồng, chẳng ra thể thống gì","[1,1,1,1,1,1,1,1,1,1,1,1,0]"
Điên ! Hành động quá khjk,"[0,0,0,0,0,0,0,0,0,0]"
Điên !,"[1,1,1,1,0]"
"Điên ,m là gì mà ngta phải chứng minh nói nhiều đến thế còn k biết xấu hổ tém tém lại còn cố tình nữa","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
điên,"[1,1,0]"
Điểm ưu tiên vùng vô sống đủ vô Đại Học Bk,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
điểm ngọc,"[0,0,0,0]"
Điểm danh thức chờ xem qua điện thoại ạ 😅 trên vtvgo có phát trực tiếp ko các bác?,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
đi xem vẻ đẹp của Hoà Bình nhưng phía sau lại đánh nhau….,"[0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0]"
đi xem vẻ đẹp của hoà bình nhưng phía sau lại đánh nhau,"[0,0,0,0,0,0,0,0,0,0,0,0,1,1,0]"
Đi xem hoà bình mà các chị lại chiến đấu với nhau cơ đấy…các chị yêu nước giữ chưa hay theo phong trào,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Đi xem duyệt binh là phụ đi ngắm trai là chính. Bọn này chắc nó đéo biết biết ơn những vị anh hùng cứu nước cứu dân đâu. Trong đầu chỉ toàn cứt thôi. Đi xem mà hú hét như mấy con ngáo l,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
